codigo,descripcion,estructura,grupo_quirurgico,seccion,tabla,uvb_base,valor_2023_uvt,valor_2024_uvt,valor_2025_uvb
1110,Tratamiento de malformaciones arterio venosas supratentoriales,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,3673700.0,4076800.0,4300500.0
1111,Tratamiento de malformaciones arterio venosas infratentoriales,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,6075500.0,6742100.0,7112200.0
1112,Tratamiento de malformaciones arterio venosas de línea media e intraventricular,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,4254800.0,4721600.0,4980800.0
1113,Apertura de seno cavernoso por fístula o aneurisma,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,6075500.0,6742100.0,7112200.0
1114,Revascularización supratentorial e infratentorial,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,4254800.0,4721600.0,4980800.0
1116,Endarterectomía de vaso de cuello,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,3673700.0,4076800.0,4300500.0
1117,Embolización para cateterismo de arterias intracraneanas,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,3673700.0,4076800.0,4300500.0
1118,Angioplastia intraluminar,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.2,,3673700.0,4076800.0,4300500.0
1120,Craneotomía para extirpación adenomas hipofisiarios,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,4254800.0,4721600.0,4980800.0
1121,Craneotomía para extirpación adenomas hipofisiarios (vía transesfenoidal),tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,4254800.0,4721600.0,4980800.0
1122,Craneotomía para resección de Cráneofaringioma,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,6075500.0,6742100.0,7112200.0
1123,Craneotomía para drenaje y extracción de tumores intraventriculares (Incluye: quiste coloide del tercer ventrículo),tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,4254800.0,4721600.0,4980800.0
1124,Craneotomía para pinealectomía,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,6075500.0,6742100.0,7112200.0
1125,Craneotomía para resección de tumores de fosa anterior,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,3051500.0,3386300.0,3572200.0
1126,Craneotomía para resección de tumores de fosa media,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,3051500.0,3386300.0,3572200.0
1127,Craneotomía para resección de tumores de fosa posterior,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,3673700.0,4076800.0,4300500.0
1128,Craneotomía para tumores del ángulo ponto cerebeloso,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.3,,4254800.0,4721600.0,4980800.0
1131,Tratamiento por vía anterior para tumores de clivus,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.4,,6075500.0,6742100.0,7112200.0
1132,Craneotomía para tumores de hoz de cerebro,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.4,,3051500.0,3386300.0,3572200.0
1133,Craneotomía para tumores de cuerpo calloso,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.4,,3051500.0,3386300.0,3572200.0
1140,Leucotomía,tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3110500.0,3451700.0,3641200.0
1141,Lobectomía,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3051500.0,3386300.0,3572200.0
1142,Lobotomía (psicocirugía estereotáxica),tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3110500.0,3451700.0,3641200.0
1143,Hemisferectomía,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,4254800.0,4721600.0,4980800.0
1144,Extirpación de lesión y/o tejido de las meninges cerebrales,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3051500.0,3386300.0,3572200.0
1145,Reparación encéfalocele,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3051500.0,3386300.0,3572200.0
1146,Reparación meningocele craneal,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,3051500.0,3386300.0,3572200.0
1147,Tratamiento de platibasia (Síndrome de Arnold Chiari),tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,4254800.0,4721600.0,4980800.0
1148,Corrección de enfermedad de Crouzón,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,6075500.0,6742100.0,7112200.0
1149,Injertos intracraneanos (médula suprarrenal),tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.5,,4254800.0,4721600.0,4980800.0
1150,"Punción estereotáxica de quistes, abcesos y hematomas intracraneanos",tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.6,,3051500.0,3386300.0,3572200.0
1151,Implantación estereotáxica de electrodos y material radio activo,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.6,,4254800.0,4721600.0,4980800.0
1152,Biopsia esterotáxica de lesiones cerebrales,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.6,,3051500.0,3386300.0,3572200.0
1160,Corrección hundimiento craneano,tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3110500.0,3451700.0,3641200.0
1161,Craniectomía lineal,tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3110500.0,3451700.0,3641200.0
1162,Craneoplastia para corrección de defecto por resección del tumor óseo o infección,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3051500.0,3386300.0,3572200.0
1163,Esquirlectomía craneal,tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3110500.0,3451700.0,3641200.0
1164,Craneoplastia con acrílico,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3320000.0,3684200.0,3886300.0
1165,Craneoplastia con remplazo óseo,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3051500.0,3386300.0,3572200.0
1166,Tratamiento para descompresión y corrección órbitaria.,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.1.7,,3673700.0,4076800.0,4300500.0
1220,Derivación ventrículo atrial,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1221,Derivación ventrículo peritoneal,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1222,Derivación ventrículo pleural,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1223,Derivación ventrículo subaracnoidea cervical,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1224,Derivación subduro atrial,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1225,Derivación subduro peritoneal,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1226,Drenaje de quiste hacia aurícula,tipo_1_grupo_quirurgico,13,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3320000.0,3684200.0,3886300.0
1227,Ventriculostomía (drenaje externo),tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.1,,3110500.0,3451700.0,3641200.0
1240,Eliminación de derivación,tipo_1_grupo_quirurgico,9,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.2,,2029800.0,2252500.0,2376100.0
1241,Revisión de derivación,tipo_1_grupo_quirurgico,10,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.2,,2708400.0,3005600.0,3170600.0
1250,Punción cisternal,tipo_1_grupo_quirurgico,4,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.3,,717600.0,796300.0,840100.0
1251,Punción ventricular,tipo_1_grupo_quirurgico,5,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.3,,908500.0,1008100.0,1063500.0
1252,Punción subdural,tipo_1_grupo_quirurgico,4,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.3,,717600.0,796300.0,840100.0
1261,Implantación de marcapasos tipo cerebeloso,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.4,,3051500.0,3386300.0,3572200.0
1262,Nucleotomía percutánea,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.2.4,,4254800.0,4721600.0,4980800.0
1301,"Laminectomía para exploración del canal raquídeo, uno o más segmentos Extradural, Subdural o Intramedular (cervical, dorsal, lumbar o sacra)",tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.1,,3051500.0,3386300.0,3572200.0
1311,"Uno o más interespacios cervical, toráxica o lumbar, unilateral",tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.2,,3673700.0,4076800.0,4300500.0
1313,"Uno o más interespacios cervical toráxica o lumbar, bilateral",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.2,,4254800.0,4721600.0,4980800.0
1315,"Microdiscoidectomía, uno o más interespacios",tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.2,,6075500.0,6742100.0,7112200.0
1321,"Laminectomía para mielotomía, tipo Bischof, dorsal o lumbar",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,4254800.0,4721600.0,4980800.0
1322,"Laminectomía para rizotomía, uno o dos segmentos",tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,3673700.0,4076800.0,4300500.0
1323,"Laminectomía para rizotomía, más de dos segmentos",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,4254800.0,4721600.0,4980800.0
1324,"Laminectomía para cordotomía, unilateral, en un tiempo, cervical o dorsal",tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,3673700.0,4076800.0,4300500.0
1325,"Laminectomía para cordotomía, bilateral, en un tiempo, cervical o dorsal",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,4254800.0,4721600.0,4980800.0
1326,"Laminectomía para cordotomía, bilateral, en dos tiempos, cervical o dorsal",tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.3,,6075500.0,6742100.0,7112200.0
1332,Resección de meningocele raquídeo,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.4,,3673700.0,4076800.0,4300500.0
1334,Resección de meningomieloradiculocele,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.4,,4254800.0,4721600.0,4980800.0
1335,Tratamiento de diastematomielia,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.4,,4254800.0,4721600.0,4980800.0
1341,"Lesión estereotáxia de la médula percutánea, cualquier modalidad, inclusive estimulación y/o registro",tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3673700.0,4076800.0,4300500.0
1342,"Estimulación estereotáxica de la médula, percutánea o procedimiento separado no seguido de cirugía",tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3110500.0,3451700.0,3641200.0
1343,"Implantación percutánea de electrodos de neuroestimulación, epidural o intradural",tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3051500.0,3386300.0,3572200.0
1344,"Laminectomía para implantación de electrodos de neuroestimulación, extradurales",tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3051500.0,3386300.0,3572200.0
1345,"Laminectomía para implantación de electrodos de neuroestimulación, intradurales",tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3051500.0,3386300.0,3572200.0
1346,"Revisión o remoción de electrodos de neuro estimulación, espinales",tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3110500.0,3451700.0,3641200.0
1347,"Incisión para la colocación subcutánea de receptor de neuroestimulación, acoplamiento directo o inductivo",tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3110500.0,3451700.0,3641200.0
1348,"Revisión o remoción de receptor de neuroestimulador, espinal",tipo_1_grupo_quirurgico,12,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.5,,3110500.0,3451700.0,3641200.0
1351,Reparación fístula líquido cefalorraquídeo,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.6,,3051500.0,3386300.0,3572200.0
1352,Injerto dural,tipo_1_grupo_quirurgico,20,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.6,,3051500.0,3386300.0,3572200.0
1371,"Disquectomía cervical, abordaje anterior sin artrodesis, un solo interespacio",tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,3673700.0,4076800.0,4300500.0
1372,"Disquectomía cervical, abordaje anterior con artrodesis, un solo interespacio",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,4254800.0,4721600.0,4980800.0
1373,"Disquectomía cervical, abordaje anterior sin artrodesis, dos o más interespacios",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,4254800.0,4721600.0,4980800.0
1374,"Disquectomía cervical, abordaje anterior con artrodesis, dos o más interespacios",tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,6075500.0,6742100.0,7112200.0
1375,Cirugía de Cloward,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,6075500.0,6742100.0,7112200.0
1376,Cerclaje cervical,tipo_1_grupo_quirurgico,21,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,3673700.0,4076800.0,4300500.0
1377,Cerclaje e injerto por listesis,tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,4254800.0,4721600.0,4980800.0
1378,Abordaje transoral por lesión cervical,tipo_1_grupo_quirurgico,23,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.7,,6075500.0,6742100.0,7112200.0
1380,"Descompresión Medular dorsal o dorso lumbar, por vía anterior",tipo_1_grupo_quirurgico,22,"2. NEUROCIRUGÍA: Establézcase para las intervenciones quirúrgicas en la especialidad de neurocirugía (01), la siguiente nomenclatura y clasificación:",TABLA 2.3.8,,4254800.0,4721600.0,4980800.0
