codigo,descripcion,estructura,seccion,tabla,uvb_base,valor_2023_uvt,valor_2024_uvt,valor_2025_uvb
19011,"Acidos orgánicos, espectometría de masas",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,31.85,314300.0,367900.0,231600.0
19012,Acidos orgánicos en orina(cromatografía de gas),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,21.15,208700.0,244300.0,95100.0
19013,Acido orótico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.68,85700.0,100300.0,118600.0
19014,Acido pirúvico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,10.83,106900.0,125100.0,62100.0
19015,Acido siálico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.67,56000.0,65500.0,34700.0
19016,Acido succínico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.17,31300.0,36600.0,23100.0
19017,Acido úrico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.11,20800.0,24400.0,86600.0
19019,Acido valpróico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.91,78000.0,91400.0,128000.0
19020,Acido vanil mandélico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,11.69,115400.0,135000.0,22700.0
19021,"Addis,recuento de",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.07,20400.0,23900.0,23100.0
19022,Adenosín de aminasa,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.11,20800.0,24400.0,93700.0
19025,Adrenocorticotrópica hormona ACTH,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.56,84400.0,98900.0,20700.0
19026,Aglutininas ( en caliente y en frío),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,1.89,18600.0,21800.0,39600.0
19027,Agregación plaquetaria (cada muestra),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.62,35700.0,41800.0,74800.0
19031,"Agua, examen físico -químico",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,6.83,67400.0,78900.0,74800.0
19032,"Agua, examen microbiológico",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,6.83,67400.0,78900.0,24300.0
19033,Albert coloración (Loeffler),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.22,21900.0,25600.0,14000.0
19036,Albúmina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,1.28,12600.0,14800.0,34700.0
19037,Albúmina ácida,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.17,31300.0,36600.0,76700.0
19038,Alcaloides,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.0,69100.0,80900.0,56000.0
19039,Alcohol etílico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.11,50500.0,59000.0,56000.0
19043,Alcohol metílico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.11,50500.0,59000.0,55500.0
19044,Aldolasa,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.07,50000.0,58600.0,185000.0
19045,Aldosterona,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,16.89,166700.0,195100.0,62600.0
19049,Alfa 1 antitripsina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.72,56400.0,66100.0,35900.0
19050,Alfa 1 glicoproteína,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.28,32400.0,37900.0,35900.0
19051,Alfa 2 HS glicoproteína,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.28,32400.0,37900.0,33800.0
19055,Alfa 2 macroglobulina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.09,30500.0,35700.0,115800.0
19056,Alfa fetoproteína,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,10.57,104300.0,122100.0,151100.0
19057,Alfa iduronidasa,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,13.8,136100.0,159400.0,67300.0
19058,Alucinógenos (LSD),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,6.15,60600.0,71000.0,58800.0
19061,Amikacina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.37,53000.0,62000.0,26800.0
19062,Amilasa,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.45,24200.0,28300.0,103100.0
19063,"Aminoácidos en orina, por cromatografía",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.41,92900.0,108700.0,32600.0
19064,"Aminoácidos en orina prueba cualitativa, cada uno",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.98,29400.0,34400.0,95500.0
19065,"Aminoácidos en sangre, por cromatografía",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.72,86100.0,100700.0,698000.0
19066,Aminoacidograma,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,63.74,629000.0,736300.0,233000.0
19067,Aminotransferasas,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,21.28,209900.0,245800.0,87500.0
19068,Amitriptilina (Triptanol),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.99,78900.0,92300.0,53700.0
19069,Amonio,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,4.9,48300.0,56600.0,175600.0
19070,Androstenediona,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,16.04,158200.0,185300.0,121000.0
19073,Androsterona,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,11.05,109000.0,127600.0,86100.0
19074,Anfetaminas,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.86,77600.0,90800.0,42900.0
19075,Antibiograma,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,3.92,38700.0,45300.0,87500.0
19079,Anticoagulantes circulantes,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.99,78900.0,92300.0,95500.0
19080,Anticoagulante lúpico,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.72,86100.0,100700.0,104500.0
19081,Anticuerpos anti-acetilcolina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.54,94200.0,110200.0,153400.0
19082,Anticuerpos anti-cardiolipina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.01,138300.0,161800.0,97900.0
19083,Anticuerpos anti-células parietales,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.94,88200.0,103300.0,144000.0
19084,Anticuerpos anti-centrómero,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,13.15,129800.0,151900.0,110600.0
19085,Anticuerpos anti-citoplasmáticos,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,10.1,99700.0,116700.0,173200.0
19086,Anticuerpos anti-DNA,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,15.82,156100.0,182800.0,105900.0
19087,Anti-nDNA,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.67,95400.0,111700.0,128000.0
19088,Anticuerpos anti Baar Epstein,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,11.69,115400.0,135000.0,111100.0
19089,Anticuerpos anti-espermatozoides,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,10.15,100100.0,117300.0,108700.0
19090,Anticuerpos anti-fosfolípidos,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.93,98000.0,114700.0,86100.0
19091,Anticuerpos anti-insulina,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,7.86,77600.0,90800.0,105900.0
19092,Anticuerpos anti-islotes,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.67,95400.0,111700.0,70100.0
19093,Anticuerpos anti-mitocondria,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,6.4,63200.0,73900.0,69700.0
19094,Anticuerpos anti-músculo liso,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,6.36,62800.0,73500.0,98400.0
19097,Anticuerpos anti-nucleares,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.99,88600.0,103900.0,209900.0
19098,Anticuerpos anti-nucleares extractables totales(ENA),tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,19.17,189200.0,221500.0,64000.0
19099,Anticuerpos anti-plaquetas,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.84,57700.0,67500.0,157700.0
19103,Anticuerpos anti-PM1,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19104,Anticuerpos anti-PM2,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19105,Anticuerpos anti-PM/SCL,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19109,Anticuerpos anti-RNP y SM o RO y LA,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19110,Anticuerpos anti-SCL 70,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19111,Anticuerpos anti-SSA,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,157700.0
19115,Anticuerpos anti-SSB,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,14.4,142100.0,166300.0,88000.0
19116,Anticuerpos anti-tiroideos coloidales,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,8.04,79300.0,92900.0,101700.0
19117,Anticuerpos anti-tiroideos microsomales,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.29,91600.0,107300.0,101700.0
19121,Anticuerpos anti-tiroideos tiroglobulínicos,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,9.29,91600.0,107300.0,401900.0
19122,Anticuerpos citotóxicos,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,36.7,362200.0,424000.0,27300.0
19123,Anticuerpos heterófilos específicos o absorbidos,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,2.49,24600.0,28800.0,49900.0
19127,Anticuerpos heterófilos totales,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,4.56,45000.0,52700.0,48500.0
19128,"Antiestreptolisinas O, prueba cualitativa",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,4.43,43700.0,51200.0,58400.0
19129,"Antiestreptolisinas O, prueba cuantitativa",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,5.33,52600.0,61600.0,264000.0
19133,Antígeno 15-3 para cáncer de mama,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,24.11,237900.0,278500.0,212300.0
19134,Antígeno 19-9 para cáncer de tubo digestivo,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,19.39,191300.0,224000.0,212300.0
19135,Antígeno 125 para cáncer de ovario,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,19.39,191300.0,224000.0,233000.0
19136,"Antigenosbacterianos en LCR,orina o sangre (prueba de látex polivalente para meningitis)",tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,21.28,209900.0,245800.0,175600.0
19139,Antígeno carcinoembrionario,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,16.04,158200.0,185300.0,213700.0
19140,Antígeno específico para cáncer de próstata,tipo_3_uvb_integrado,20. LABORATORIO CLÍNICO: (Numeral modificado por el artículo 4 del Decreto 2644 de 2022) Las tarifas establecidas en Unidades de Valor Tributario - UVT para Laboratorio Clínico son:,TABLA 20.1,19.51,192600.0,225400.0,85200.0
