codigo,descripcion,estructura,seccion,tabla,uvb_base,valor_2023_uvt,valor_2024_uvt,valor_2025_uvb
38224,Habitación de cuatro ó mas camas,estancia,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.1,22.13,218400.0,242400.0,255600.0
38231,Habitación unipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.2,48.61,479700.0,561500.0,455100.0
38232,Habitación bipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.2,41.56,410100.0,480100.0,378400.0
38233,Habitación de tres camas,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.2,34.55,341000.0,399100.0,340800.0
38234,Habitación de cuatro ó mas camas,estancia,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.2,31.12,307100.0,340800.0,359500.0
38261,Habitación unipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.3,34.81,343500.0,402100.0,346900.0
38262,Habitación bipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.3,31.68,312600.0,366000.0,294600.0
38263,Habitación de tres camas,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.3,26.9,265500.0,310700.0,242400.0
38264,Habitación de cuatro ó mas camas,estancia,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.3,22.13,218400.0,242400.0,255600.0
38271,Habitación unipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.4,48.61,479700.0,561500.0,455100.0
38272,Habitación bipersonal,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.4,41.56,410100.0,480100.0,378400.0
38273,Habitación de tres camas,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.4,34.55,341000.0,399100.0,340800.0
38274,Habitación de cuatro ó mas camas,estancia,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.2.4,31.12,307100.0,340800.0,359500.0
38325,"Habitación unipersonal, bipersonal ó de mas camas",estancia,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.3.1,31.68,312600.0,346900.0,366000.0
38625,Cuidado intermedio,tipo_3_uvb_integrado,"46. TARIFAS DE ESTANCIA: (Numeral modificado por el artículo 24 del Decreto 2644 de 2022) De acuerdo con la anterior clasificación, se aplicará a la estancia, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 46.1.6.1,100.44,991200.0,1160300.0,2052000.0
