codigo,descripcion,estructura,seccion,tabla,uvb_base,valor_2023_uvt,valor_2024_uvt,valor_2025_uvb
40112,"Atención médica sin acciones de promoción, prevención y protección. Por sesion.",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.1.1,2.11,20800.0,24400.0,16100.0
40113,"Atención de salud oral, incluídas las acciones de promoción, prevención y protección. Por sesion.",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.1.1,1.47,14500.0,17000.0,7400.0
40120,"Atención médica y de salud oral, incluídas las acciones de promoción de la salud, prevención de la enfermedad y protección específica. Por sesion.",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.2.1,4.15,40900.0,47900.0,30100.0
40121,"Atención médica, incluídas las acciones de promoción, prevención y protección específica. Por sesion.",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.2.1,2.75,27100.0,31800.0,23100.0
40122,"Atención médica sin acciones de promoción, prevención y protección específica",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.2.1,2.11,20800.0,24400.0,16500.0
40123,"Atención de salud oral, incluídas las acciones de promoción, prevención y protección específica. Por sesion.",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.2.1,1.51,14900.0,17400.0,7400.0
502001,Resección de pterigión; incluye plastia libre,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,182.44,1800400.0,2107500.0,7552000.0
502002,Retinopexia quirúrgica,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,689.62,6805400.0,7966500.0,2589500.0
503001,Amigdalectomía,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,236.46,2333500.0,2731600.0,6321300.0
503002,Septorrinoplastia funcional,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,577.23,5696400.0,6668200.0,3835300.0
503003,Timpanoplastia,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,350.22,3456200.0,4045700.0,5335800.0
503004,Cirugía endoscópica transnasal,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,487.24,4808200.0,5628600.0,5171000.0
505001,Safeno-varicectomía,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,472.19,4659800.0,5454700.0,11830300.0
506001,Toracotomía mayor con control de hemorragia traumática,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1080.29,10660700.0,12479500.0,8480200.0
507001,Herniorrafia diafragmática,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,774.38,7641800.0,8945600.0,8045300.0
507002,Colecistectomía simple,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,734.66,7249900.0,8486800.0,4226000.0
507003,"Apendicectomía, apéndice no perforada",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,385.9,3808200.0,4457900.0,3866400.0
507004,Herniorrafia inguinal,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,353.06,3484100.0,4078500.0,3568900.0
507005,Herniorrafia umbilical,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,325.9,3216100.0,3764800.0,11129900.0
507006,Gastrectomía parcial más reconstrucción con o sin vagotomía,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1016.34,10029600.0,11740800.0,3759100.0
508001,Hemorroidectomía externa,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,343.27,3387400.0,3965500.0,4770000.0
508002,"Resección de quiste pilonidal, extirpación abierta o marzupialización",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,435.58,4298500.0,5031800.0,11134600.0
509001,Prostatectomía abierta,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1016.77,10033800.0,11745700.0,10263900.0
509002,Prostatectomía transuretral y/o vaporización,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,937.26,9249200.0,10827200.0,7428300.0
509003,Pielolitotomía,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,678.32,6693900.0,7836000.0,2614900.0
509004,Circuncisión incluye plastia del frenillo y/o liberación de adherencias,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,238.78,2356400.0,2758400.0,3530300.0
509005,Varicocelectomía o hidrocelectomía,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,322.37,3181300.0,3724000.0,3853200.0
509006,Orquideopexia incluye tratamiento del saco heniario y resección de hidátides,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,351.86,3472300.0,4064700.0,8884900.0
509007,Nefrectomía simple,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,811.33,8006500.0,9372500.0,11022600.0
510001,Mastectomía radical modificada con disección axilar y conservación de músculos pectorales,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1006.54,9932900.0,11627600.0,8759700.0
511001,"Histerectomía abdominal total, con o sin remoción de trompas u ovarios",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,799.9,7893700.0,9240400.0,4689100.0
511002,Colporrafia anterior y posterior,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,428.19,4225500.0,4946500.0,6930300.0
511003,Histerectomía vaginal,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,632.85,6245200.0,7310700.0,4091400.0
512001,Operación cesárea segmentaria transversal o corporal,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,373.61,3686900.0,4315900.0,2502900.0
512002,Atención del parto vaginal (normal o intervenido con fórceps o espátulas); incluye: episiorrafia y/o perineorrafia,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,228.55,2255500.0,2640200.0,2266200.0
512003,Legrado uterino post parto o por oborto,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,206.94,2042100.0,2390600.0,3312000.0
513001,Osteosíntesis de clavícula,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,302.44,2984500.0,3493800.0,6158500.0
513002,"Osteosíntesis de humero, tercio superior con placa u obenque",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,562.37,5549600.0,6496500.0,6337800.0
513003,Osteosíntesis de húmero en diáfisis con placas,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,578.74,5711200.0,6685600.0,4153500.0
513004,"Osteosíntesis de húmero , proximal o distal, percutánea con pines",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,379.28,3742900.0,4381400.0,7219800.0
513005,Osteosíntesis de húmero en diáfisis con clavo intramedular bloqueado,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,659.28,6506000.0,7616000.0,5268500.0
513006,Osteosíntesis de fractura supracondilea,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,481.1,4747600.0,5557700.0,4722000.0
513007,Osteosíntesis de cóndilo humeral aislada,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,431.19,4255200.0,4981100.0,3819800.0
513008,Osteosíntesis de diáfisis de cúbito o radio,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,348.81,3442200.0,4029500.0,4746500.0
513009,Osteosíntesis de diáfisis de cúbito y radio,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,433.43,4277300.0,5007000.0,3769400.0
513010,"Osteosíntesis de fractura radiodistal (colles, etc) con placas",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,344.21,3396800.0,3976300.0,4378500.0
513011,Osteosíntesis de olécranon,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,399.83,3945600.0,4618800.0,3091200.0
513012,Osteosíntesis de fractura radiodistal con pines percutáneos,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,282.28,2785600.0,3260900.0,11113000.0
513013,Osteosíntesis de fractura de pelvis o reborde posterior,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1014.79,10014300.0,11722900.0,13400800.0
513014,Reemplazo protésico total primario de cadera,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1223.71,12076000.0,14136300.0,9996600.0
513015,Ostosíntesis de acetábulo reborde posterior con tornillos,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,912.85,9008300.0,10545200.0,13966100.0
513016,"Osteosíntesis de acetábulo compuesta (anterior, posterior y superior)",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1275.33,12585300.0,14732600.0,4943700.0
513017,Osteosíntesis de rótula,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,451.44,4455000.0,5215000.0,9795200.0
513018,Osteosíntesis de diáfisis del fémur con clavo intramedular o placa,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,894.46,8826800.0,10332800.0,9796100.0
513019,Osteosíntesis de diáfisis del fémur con clavo intramedular bloqueado,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,894.54,8827600.0,10333700.0,10568400.0
513020,"Osteosíntesis de cuello de fémur (subcapital, intertrocantérica, o sub-trocantérica) condílea o supracondílea",tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,965.06,9523600.0,11148400.0,6142000.0
513021,Osteosíntesis de tibia con clavo intramedular o placa,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,560.86,5534800.0,6479100.0,4912200.0
513022,Osteosíntesis de peroné con clavo intramedular o placa,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,448.56,4426500.0,5181800.0,5985700.0
513023,Osteosíntesis de fractura complicada con clavo intramedular,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,546.59,5394000.0,6314200.0,5323500.0
513024,Osteosíntesis de platillos tibiales o plafont tibial sin injerto,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,486.12,4797200.0,5615700.0,5886400.0
513025,Osteosíntesis de platillos tibiales o plafont tibial con injerto,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,537.52,5304500.0,6209400.0,4354000.0
513026,Osteosíntesis de fractura o luxofractura de cuello de pie,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,397.59,3923500.0,4593000.0,4321000.0
513027,Osteosíntesis de fractura bimaleolar o trimaleolar,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,394.58,3893800.0,4558200.0,9637000.0
513028,Amputación o desarticulación de pierna,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,880.01,8684300.0,10165900.0,16795100.0
513029,Artrodesis posterior de columna con instrumentación,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1533.66,15134700.0,17716800.0,19464700.0
513030,Artrodesis anterior de columna con instrumentación,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1777.44,17540300.0,20533000.0,20192300.0
513031,Artrodesis de columna con fijación transpedicular,tipo_3_uvb_integrado,"63. CONJUNTOS DE ATENCIÓN INTEGRAL: (Numeral modificado por el artículo 35 del Decreto 2644 de 2022) Señalase para los conjuntos de atención integral, las siguientes tarifas en Unidades de Valor Tributario - UVT:",TABLA 63.3.1,1843.88,18196000.0,21300500.0,3901700.0
